independent_success,pair_success,matching_success,minimum_smc_ess,minimum_smc_unique,smc_acceptance,trial
3.205585820536224e-39,4.372000419209394e-39,4.1899853338328543e-39,0.04323064460366702,0.0546875,0.15130133952543673,0
