name,selector,t,d,K,kl_bits_per_list,tv_per_list,pair_chernoff_per_list,search_gain_bits,cost_ratio,debias_ots,total_ots
raw,raw,18,18,1,1.1962313704440997,0.5055517757582939,0.721703432904843,212.1423586680527,1.0,0,4857408
exact-K2,inverse-Z,18,18,2,0.7285779332320947,0.40832314647175705,0.48101869793753604,142.42460121653974,2.917111348274635,9312192,14169600
occupancy-K2,inverse-E[Z|D],18,18,2,0.7754869201249889,0.4206069109276063,0.5049854484415462,149.3760361461063,1.3802917111348274,1847232,6704640
moments-K2,"inverse-E[Z|D,C2]",18,18,2,0.7679845499687793,0.41816563413694535,0.5010079923520585,148.22302344521992,1.3802917111348274,1847232,6704640
exact-K4,inverse-Z,18,18,4,0.46124282289537827,0.32031614075594284,0.32265753118331236,96.42839029914185,4.860073520692517,18749952,23607360
occupancy-K4,inverse-E[Z|D],18,18,4,0.5570082432628475,0.353170066643029,0.37421465858943326,111.43876948065427,1.7864342464129017,3820032,8677440
moments-K4,"inverse-E[Z|D,C2]",18,18,4,0.5393342150027639,0.3472365619317435,0.3639976653208578,108.46957166901352,1.7864342464129017,3820032,8677440
feasible-limit,U|Z>0,18,18,0,0.0977210804504527,0.06549199999999357,0.09772108045064139,28.14367116978472,1.0,0,4857408
