trial,hidden,selector,retained,list_size,candidate_space,generated_children,exact_factor_evaluations
0,0,pair_beam,0.0,512,7776,7698,0
0,0,exact_rerank,0.0,512,7776,7698,20480
0,1,pair_beam,0.0,512,7776,7698,0
0,1,exact_rerank,0.0,512,7776,7698,20480
0,2,pair_beam,0.0,512,7776,7698,0
0,2,exact_rerank,1.0,512,7776,7698,20480
0,3,pair_beam,0.0,512,7776,7698,0
0,3,exact_rerank,0.0,512,7776,7698,20480
1,0,pair_beam,0.0,512,7776,7698,0
1,0,exact_rerank,0.0,512,7776,7698,20480
1,1,pair_beam,1.0,512,7776,7698,0
1,1,exact_rerank,1.0,512,7776,7698,20480
1,2,pair_beam,0.0,512,7776,7698,0
1,2,exact_rerank,0.0,512,7776,7698,20480
1,3,pair_beam,1.0,512,7776,7698,0
1,3,exact_rerank,1.0,512,7776,7698,20480
2,0,pair_beam,1.0,512,7776,7698,0
2,0,exact_rerank,1.0,512,7776,7698,20480
2,1,pair_beam,0.0,512,7776,7698,0
2,1,exact_rerank,0.0,512,7776,7698,20480
2,2,pair_beam,0.0,512,7776,7698,0
2,2,exact_rerank,0.0,512,7776,7698,20480
2,3,pair_beam,0.0,512,7776,7698,0
2,3,exact_rerank,0.0,512,7776,7698,20480
3,0,pair_beam,0.0,512,7776,7698,0
3,0,exact_rerank,0.0,512,7776,7698,20480
3,1,pair_beam,0.0,512,7776,7698,0
3,1,exact_rerank,0.0,512,7776,7698,20480
3,2,pair_beam,0.0,512,7776,7698,0
3,2,exact_rerank,0.0,512,7776,7698,20480
3,3,pair_beam,0.0,512,7776,7698,0
3,3,exact_rerank,0.0,512,7776,7698,20480
4,0,pair_beam,0.8076923076923077,512,7776,7698,0
4,0,exact_rerank,1.0,512,7776,7698,20480
4,1,pair_beam,0.0,512,7776,7698,0
4,1,exact_rerank,0.0,512,7776,7698,20480
4,2,pair_beam,0.0,512,7776,7698,0
4,2,exact_rerank,1.0,512,7776,7698,20480
4,3,pair_beam,0.0,512,7776,7698,0
4,3,exact_rerank,0.0,512,7776,7698,20480
5,0,pair_beam,0.0,512,7776,7698,0
5,0,exact_rerank,0.0,512,7776,7698,20480
5,1,pair_beam,0.0,512,7776,7698,0
5,1,exact_rerank,0.0,512,7776,7698,20480
5,2,pair_beam,0.0,512,7776,7698,0
5,2,exact_rerank,0.0,512,7776,7698,20480
5,3,pair_beam,0.0,512,7776,7698,0
5,3,exact_rerank,0.0,512,7776,7698,20480
6,0,pair_beam,0.0,512,7776,7698,0
6,0,exact_rerank,0.0,512,7776,7698,20480
6,1,pair_beam,0.0,512,7776,7698,0
6,1,exact_rerank,0.0,512,7776,7698,20480
6,2,pair_beam,1.0,512,7776,7698,0
6,2,exact_rerank,1.0,512,7776,7698,20480
6,3,pair_beam,0.0,512,7776,7698,0
6,3,exact_rerank,0.0,512,7776,7698,20480
7,0,pair_beam,0.0,512,7776,7698,0
7,0,exact_rerank,0.0,512,7776,7698,20480
7,1,pair_beam,0.0,512,7776,7698,0
7,1,exact_rerank,0.0,512,7776,7698,20480
7,2,pair_beam,0.0,512,7776,7698,0
7,2,exact_rerank,0.0,512,7776,7698,20480
7,3,pair_beam,0.0,512,7776,7698,0
7,3,exact_rerank,0.0,512,7776,7698,20480
8,0,pair_beam,0.0,512,7776,7698,0
8,0,exact_rerank,0.0,512,7776,7698,20480
8,1,pair_beam,0.0,512,7776,7698,0
8,1,exact_rerank,0.0,512,7776,7698,20480
8,2,pair_beam,0.0,512,7776,7698,0
8,2,exact_rerank,0.0,512,7776,7698,20480
8,3,pair_beam,1.0,512,7776,7698,0
8,3,exact_rerank,1.0,512,7776,7698,20480
9,0,pair_beam,1.0,512,7776,7698,0
9,0,exact_rerank,1.0,512,7776,7698,20480
9,1,pair_beam,0.0,512,7776,7698,0
9,1,exact_rerank,0.0,512,7776,7698,20480
9,2,pair_beam,0.0,512,7776,7698,0
9,2,exact_rerank,0.0,512,7776,7698,20480
9,3,pair_beam,0.0,512,7776,7698,0
9,3,exact_rerank,0.0,512,7776,7698,20480
10,0,pair_beam,1.0,512,7776,7698,0
10,0,exact_rerank,1.0,512,7776,7698,20480
10,1,pair_beam,0.0,512,7776,7698,0
10,1,exact_rerank,0.0,512,7776,7698,20480
10,2,pair_beam,1.0,512,7776,7698,0
10,2,exact_rerank,1.0,512,7776,7698,20480
10,3,pair_beam,0.0,512,7776,7698,0
10,3,exact_rerank,0.0,512,7776,7698,20480
11,0,pair_beam,0.0,512,7776,7698,0
11,0,exact_rerank,0.0,512,7776,7698,20480
11,1,pair_beam,0.0,512,7776,7698,0
11,1,exact_rerank,0.0,512,7776,7698,20480
11,2,pair_beam,0.0,512,7776,7698,0
11,2,exact_rerank,0.0,512,7776,7698,20480
11,3,pair_beam,0.0,512,7776,7698,0
11,3,exact_rerank,0.0,512,7776,7698,20480
12,0,pair_beam,0.0,512,7776,7698,0
12,0,exact_rerank,1.0,512,7776,7698,20480
12,1,pair_beam,0.0,512,7776,7698,0
12,1,exact_rerank,0.0,512,7776,7698,20480
12,2,pair_beam,0.0,512,7776,7698,0
12,2,exact_rerank,0.0,512,7776,7698,20480
12,3,pair_beam,0.0,512,7776,7698,0
12,3,exact_rerank,0.0,512,7776,7698,20480
13,0,pair_beam,1.0,512,7776,7698,0
13,0,exact_rerank,1.0,512,7776,7698,20480
13,1,pair_beam,1.0,512,7776,7698,0
13,1,exact_rerank,1.0,512,7776,7698,20480
13,2,pair_beam,0.0,512,7776,7698,0
13,2,exact_rerank,0.0,512,7776,7698,20480
13,3,pair_beam,0.0,512,7776,7698,0
13,3,exact_rerank,0.0,512,7776,7698,20480
14,0,pair_beam,1.0,512,7776,7698,0
14,0,exact_rerank,1.0,512,7776,7698,20480
14,1,pair_beam,1.0,512,7776,7698,0
14,1,exact_rerank,1.0,512,7776,7698,20480
14,2,pair_beam,0.0,512,7776,7698,0
14,2,exact_rerank,0.0,512,7776,7698,20480
14,3,pair_beam,0.8220338983050848,512,7776,7698,0
14,3,exact_rerank,1.0,512,7776,7698,20480
15,0,pair_beam,0.0,512,7776,7698,0
15,0,exact_rerank,0.0,512,7776,7698,20480
15,1,pair_beam,0.0,512,7776,7698,0
15,1,exact_rerank,0.0,512,7776,7698,20480
15,2,pair_beam,1.0,512,7776,7698,0
15,2,exact_rerank,1.0,512,7776,7698,20480
15,3,pair_beam,0.0,512,7776,7698,0
15,3,exact_rerank,0.0,512,7776,7698,20480
16,0,pair_beam,0.0,512,7776,7698,0
16,0,exact_rerank,0.0,512,7776,7698,20480
16,1,pair_beam,0.0,512,7776,7698,0
16,1,exact_rerank,0.0,512,7776,7698,20480
16,2,pair_beam,0.0,512,7776,7698,0
16,2,exact_rerank,0.0,512,7776,7698,20480
16,3,pair_beam,0.0,512,7776,7698,0
16,3,exact_rerank,0.0,512,7776,7698,20480
17,0,pair_beam,0.0,512,7776,7698,0
17,0,exact_rerank,0.0,512,7776,7698,20480
17,1,pair_beam,0.0,512,7776,7698,0
17,1,exact_rerank,0.0,512,7776,7698,20480
17,2,pair_beam,0.0,512,7776,7698,0
17,2,exact_rerank,0.0,512,7776,7698,20480
17,3,pair_beam,0.0,512,7776,7698,0
17,3,exact_rerank,0.0,512,7776,7698,20480
18,0,pair_beam,0.0,512,7776,7698,0
18,0,exact_rerank,0.0,512,7776,7698,20480
18,1,pair_beam,0.0,512,7776,7698,0
18,1,exact_rerank,0.0,512,7776,7698,20480
18,2,pair_beam,0.0,512,7776,7698,0
18,2,exact_rerank,0.0,512,7776,7698,20480
18,3,pair_beam,0.0,512,7776,7698,0
18,3,exact_rerank,0.0,512,7776,7698,20480
19,0,pair_beam,0.0,512,7776,7698,0
19,0,exact_rerank,0.0,512,7776,7698,20480
19,1,pair_beam,0.0,512,7776,7698,0
19,1,exact_rerank,0.0,512,7776,7698,20480
19,2,pair_beam,0.0,512,7776,7698,0
19,2,exact_rerank,0.0,512,7776,7698,20480
19,3,pair_beam,0.0,512,7776,7698,0
19,3,exact_rerank,0.0,512,7776,7698,20480
20,0,pair_beam,1.0,512,7776,7698,0
20,0,exact_rerank,1.0,512,7776,7698,20480
20,1,pair_beam,0.0,512,7776,7698,0
20,1,exact_rerank,0.0,512,7776,7698,20480
20,2,pair_beam,0.0,512,7776,7698,0
20,2,exact_rerank,0.0,512,7776,7698,20480
20,3,pair_beam,0.0,512,7776,7698,0
20,3,exact_rerank,0.0,512,7776,7698,20480
21,0,pair_beam,0.0,512,7776,7698,0
21,0,exact_rerank,0.0,512,7776,7698,20480
21,1,pair_beam,0.0,512,7776,7698,0
21,1,exact_rerank,0.0,512,7776,7698,20480
21,2,pair_beam,0.0,512,7776,7698,0
21,2,exact_rerank,1.0,512,7776,7698,20480
21,3,pair_beam,0.0,512,7776,7698,0
21,3,exact_rerank,0.0,512,7776,7698,20480
22,0,pair_beam,0.0,512,7776,7698,0
22,0,exact_rerank,0.0,512,7776,7698,20480
22,1,pair_beam,0.0,512,7776,7698,0
22,1,exact_rerank,0.0,512,7776,7698,20480
22,2,pair_beam,0.0,512,7776,7698,0
22,2,exact_rerank,0.0,512,7776,7698,20480
22,3,pair_beam,0.0,512,7776,7698,0
22,3,exact_rerank,0.0,512,7776,7698,20480
23,0,pair_beam,0.0,512,7776,7698,0
23,0,exact_rerank,0.0,512,7776,7698,20480
