t,w,d,c,policy,schedule,evictions,trials,failures,failure_rate,failure_log2,failure_ci95_low,failure_ci95_high,exact_waterfall_failure,exact_waterfall_failure_log2,batch_failure_log2,batch_ci95_high_log2,mean_unplaced,p95_unplaced,output_columns,local_expansion_N,bin_solver_calls,index_bits,waterfall_pair_tests,main_one_hot_bits,repair_steps,repair_scan_units,rough_repair_index_bit_ops,optimized_repair_scan_units,rough_optimized_repair_index_bit_ops
16,3,12,0,uniform,global,2,50000,1502,0.03004,-5.05697137692254,0.028579524700305094,0.03157268303152927,0.07227561937853655,-3.7903471225924377,0.0,0.0,0.03088,0,36,3,3,4,360,576,2,96,768,48,384
16,3,12,0,biased,global,4,50000,81,0.00162,-9.269790471552188,0.0013037198448774948,0.002012854521859271,0.07227561937853655,-3.7903471225924377,-1.269790471552187,-0.9565413787597725,0.00164,0,36,3,3,4,360,576,4,192,1536,192,1536
16,3,12,0,uniform,global,4,50000,158,0.00316,-8.305859726259708,0.002704761049411919,0.0036915767016404803,0.07227561937853655,-3.7903471225924377,-0.3058597262597088,-0.08154715027414056,0.00326,0,36,3,3,4,360,576,4,192,1536,192,1536
16,3,12,0,biased,global,8,50000,8,0.00016,-12.609640474436812,8.107813281405096e-05,0.0003157205578832189,0.07227561937853655,-3.7903471225924377,-4.609640474436811,-3.6290641759446474,0.00016,0,36,3,3,4,360,576,8,384,3072,384,3072
16,3,12,0,uniform,global,8,50000,14,0.00028,-11.802285552379209,0.00016680419174359363,0.00046997606136788136,0.07227561937853655,-3.7903471225924377,-3.8022855523792076,-3.055125105791924,0.00028,0,36,3,3,4,360,576,8,384,3072,384,3072
16,3,12,0,biased,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.07227561937853655,-3.7903471225924377,-inf,-5.668097022777023,0.0,0,36,3,3,4,360,576,16,768,6144,768,6144
16,3,12,0,uniform,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.07227561937853655,-3.7903471225924377,-inf,-5.668097022777023,0.0,0,36,3,3,4,360,576,16,768,6144,768,6144
16,3,12,0,biased,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.07227561937853655,-3.7903471225924377,-inf,-5.668097022777023,0.0,0,36,3,3,4,360,576,32,1536,12288,1536,12288
16,3,12,0,uniform,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.07227561937853655,-3.7903471225924377,-inf,-5.668097022777023,0.0,0,36,3,3,4,360,576,32,1536,12288,1536,12288
16,3,12,0,oracle,none,0,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.07227561937853655,-3.7903471225924377,-inf,-5.668097022777023,0.0,0,36,3,3,4,360,576,0,0,0,0,0
16,3,12,1,waterfall,none,0,50000,137,0.00274,-8.511608391476285,0.002318442139278494,0.003237960143324187,0.002573748491379901,-8.601913205449772,-0.5116083914762851,-0.27069905732378113,0.07416,1,37,4,3,4,360,576,0,0,0,0,0
16,3,12,1,biased,global,2,50000,13,0.00026,-11.90920075629572,0.00015195813607502622,0.00044482518996741456,0.002573748491379901,-8.601913205449772,-3.9092007562957196,-3.134473890921344,0.07164,1,37,4,3,4,360,576,2,96,768,48,384
16,3,12,1,uniform,global,2,50000,58,0.00116,-9.75165947930924,0.0008975231864557821,0.0014991218576931977,0.002573748491379901,-8.601913205449772,-1.7516594793092397,-1.3816666256296226,0.07256,1,37,4,3,4,360,576,2,96,768,48,384
16,3,12,1,biased,global,4,50000,3,6e-05,-14.024677973715656,2.040561961297866e-05,0.00017640843573912024,0.002573748491379901,-8.601913205449772,-6.024677973715655,-4.468792828245825,0.07144,1,37,4,3,4,360,576,4,192,1536,192,1536
16,3,12,1,uniform,global,4,50000,6,0.00012,-13.024677973715656,5.4998199932507755e-05,0.0002618066366266937,0.002573748491379901,-8.601913205449772,-5.024677973715655,-3.899210710428775,0.0715,1,37,4,3,4,360,576,4,192,1536,192,1536
16,3,12,1,biased,global,8,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.002573748491379901,-8.601913205449772,-inf,-5.668097022777023,0.07138,1,37,4,3,4,360,576,8,384,3072,384,3072
16,3,12,1,uniform,global,8,50000,1,2e-05,-15.609640474436812,3.5304998228322403e-06,0.00011328970139119826,0.002573748491379901,-8.601913205449772,-7.609640474436811,-5.107695660731253,0.0714,1,37,4,3,4,360,576,8,384,3072,384,3072
16,3,12,1,biased,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.002573748491379901,-8.601913205449772,-inf,-5.668097022777023,0.07138,1,37,4,3,4,360,576,16,768,6144,768,6144
16,3,12,1,uniform,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.002573748491379901,-8.601913205449772,-inf,-5.668097022777023,0.07138,1,37,4,3,4,360,576,16,768,6144,768,6144
16,3,12,1,biased,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.002573748491379901,-8.601913205449772,-inf,-5.668097022777023,0.07138,1,37,4,3,4,360,576,32,1536,12288,1536,12288
16,3,12,1,uniform,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.002573748491379901,-8.601913205449772,-inf,-5.668097022777023,0.07138,1,37,4,3,4,360,576,32,1536,12288,1536,12288
16,3,12,1,oracle,none,0,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.002573748491379901,-8.601913205449772,-inf,-5.668097022777023,0.0,0,37,4,3,4,360,576,0,0,0,0,0
16,3,12,2,waterfall,none,0,50000,2,4e-05,-14.609640474436812,1.0969511301390654e-05,0.00014584761698167403,4.429233507764895e-05,-14.462583416790428,-6.609640474436811,-4.743250565454653,0.0762,1,38,5,3,4,360,576,0,0,0,0,0
16,3,12,2,biased,global,2,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,2,96,768,48,384
16,3,12,2,uniform,global,2,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,2,96,768,48,384
16,3,12,2,biased,global,4,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,4,192,1536,192,1536
16,3,12,2,uniform,global,4,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,4,192,1536,192,1536
16,3,12,2,biased,global,8,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,8,384,3072,384,3072
16,3,12,2,uniform,global,8,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,8,384,3072,384,3072
16,3,12,2,biased,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,16,768,6144,768,6144
16,3,12,2,uniform,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,16,768,6144,768,6144
16,3,12,2,biased,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,32,1536,12288,1536,12288
16,3,12,2,uniform,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.07616,1,38,5,3,4,360,576,32,1536,12288,1536,12288
16,3,12,2,oracle,none,0,50000,0,0.0,-inf,0.0,7.682327414499629e-05,4.429233507764895e-05,-14.462583416790428,-inf,-5.668097022777023,0.0,0,38,5,3,4,360,576,0,0,0,0,0
16,3,16,0,waterfall,none,0,50000,801,0.01602,-5.963982042028102,0.01495610176784197,0.017158260088599414,0.015391042136667813,-6.021765269057238,0.0,0.0,0.01634,0,48,3,3,4,360,768,0,0,0,0,0
16,3,16,0,biased,global,2,50000,57,0.00114,-9.776750460272071,0.0008800835072039878,0.0014765646098759575,0.015391042136667813,-6.021765269057238,-1.77675046027207,-1.4035397989601044,0.00114,0,48,3,3,4,360,768,2,96,768,48,384
16,3,16,0,uniform,global,2,50000,323,0.00646,-7.274250119742887,0.005794701332086424,0.007201129385356619,0.015391042136667813,-6.021765269057238,0.0,0.0,0.00658,0,48,3,3,4,360,768,2,96,768,48,384
16,3,16,0,biased,global,4,50000,4,8e-05,-13.609640474436812,3.111086355359054e-05,0.00020570011886754256,0.015391042136667813,-6.021765269057238,-5.609640474436811,-4.24716975199888,8e-05,0,48,3,3,4,360,768,4,192,1536,192,1536
16,3,16,0,uniform,global,4,50000,20,0.0004,-11.287712379549449,0.00025896487722254816,0.0006177969383031321,0.015391042136667813,-6.021765269057238,-3.287712379549449,-2.6605796583181704,0.00042,0,48,3,3,4,360,768,4,192,1536,192,1536
16,3,16,0,biased,global,8,50000,2,4e-05,-14.609640474436812,1.0969511301390654e-05,0.00014584761698167403,0.015391042136667813,-6.021765269057238,-6.609640474436811,-4.743250565454653,4e-05,0,48,3,3,4,360,768,8,384,3072,384,3072
16,3,16,0,uniform,global,8,50000,1,2e-05,-15.609640474436812,3.5304998228322403e-06,0.00011328970139119826,0.015391042136667813,-6.021765269057238,-7.609640474436811,-5.107695660731253,2e-05,0,48,3,3,4,360,768,8,384,3072,384,3072
16,3,16,0,biased,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.015391042136667813,-6.021765269057238,-inf,-5.668097022777023,0.0,0,48,3,3,4,360,768,16,768,6144,768,6144
16,3,16,0,uniform,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.015391042136667813,-6.021765269057238,-inf,-5.668097022777023,0.0,0,48,3,3,4,360,768,16,768,6144,768,6144
16,3,16,0,biased,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.015391042136667813,-6.021765269057238,-inf,-5.668097022777023,0.0,0,48,3,3,4,360,768,32,1536,12288,1536,12288
16,3,16,0,uniform,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.015391042136667813,-6.021765269057238,-inf,-5.668097022777023,0.0,0,48,3,3,4,360,768,32,1536,12288,1536,12288
16,3,16,0,oracle,none,0,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.015391042136667813,-6.021765269057238,-inf,-5.668097022777023,0.0,0,48,3,3,4,360,768,0,0,0,0,0
16,3,16,1,waterfall,none,0,50000,5,0.0001,-13.287712379549449,4.271475513603366e-05,0.0002340931543541336,0.0001831725945223524,-12.414508709653237,-5.28771237954945,-4.060629633581999,0.01624,0,49,4,3,4,360,768,0,0,0,0,0
16,3,16,1,biased,global,2,50000,1,2e-05,-15.609640474436812,3.5304998228322403e-06,0.00011328970139119826,0.0001831725945223524,-12.414508709653237,-7.609640474436811,-5.107695660731253,0.01614,0,49,4,3,4,360,768,2,96,768,48,384
16,3,16,1,uniform,global,2,50000,3,6e-05,-14.024677973715656,2.040561961297866e-05,0.00017640843573912024,0.0001831725945223524,-12.414508709653237,-6.024677973715655,-4.468792828245825,0.01618,0,49,4,3,4,360,768,2,96,768,48,384
16,3,16,1,biased,global,4,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.0001831725945223524,-12.414508709653237,-inf,-5.668097022777023,0.01612,0,49,4,3,4,360,768,4,192,1536,192,1536
16,3,16,1,uniform,global,4,50000,1,2e-05,-15.609640474436812,3.5304998228322403e-06,0.00011328970139119826,0.0001831725945223524,-12.414508709653237,-7.609640474436811,-5.107695660731253,0.01614,0,49,4,3,4,360,768,4,192,1536,192,1536
16,3,16,1,biased,global,8,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.0001831725945223524,-12.414508709653237,-inf,-5.668097022777023,0.01612,0,49,4,3,4,360,768,8,384,3072,384,3072
16,3,16,1,uniform,global,8,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.0001831725945223524,-12.414508709653237,-inf,-5.668097022777023,0.01612,0,49,4,3,4,360,768,8,384,3072,384,3072
16,3,16,1,biased,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.0001831725945223524,-12.414508709653237,-inf,-5.668097022777023,0.01612,0,49,4,3,4,360,768,16,768,6144,768,6144
16,3,16,1,uniform,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.0001831725945223524,-12.414508709653237,-inf,-5.668097022777023,0.01612,0,49,4,3,4,360,768,16,768,6144,768,6144
16,3,16,1,biased,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.0001831725945223524,-12.414508709653237,-inf,-5.668097022777023,0.01612,0,49,4,3,4,360,768,32,1536,12288,1536,12288
16,3,16,1,uniform,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.0001831725945223524,-12.414508709653237,-inf,-5.668097022777023,0.01612,0,49,4,3,4,360,768,32,1536,12288,1536,12288
16,3,16,1,oracle,none,0,50000,0,0.0,-inf,0.0,7.682327414499629e-05,0.0001831725945223524,-12.414508709653237,-inf,-5.668097022777023,0.0,0,49,4,3,4,360,768,0,0,0,0,0
16,3,16,2,waterfall,none,0,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,0,0,0,0,0
16,3,16,2,biased,global,2,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,2,96,768,48,384
16,3,16,2,uniform,global,2,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,2,96,768,48,384
16,3,16,2,biased,global,4,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,4,192,1536,192,1536
16,3,16,2,uniform,global,4,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,4,192,1536,192,1536
16,3,16,2,biased,global,8,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,8,384,3072,384,3072
16,3,16,2,uniform,global,8,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,8,384,3072,384,3072
16,3,16,2,biased,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,16,768,6144,768,6144
16,3,16,2,uniform,global,16,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,16,768,6144,768,6144
16,3,16,2,biased,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,32,1536,12288,1536,12288
16,3,16,2,uniform,global,32,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.01584,0,50,5,3,4,360,768,32,1536,12288,1536,12288
16,3,16,2,oracle,none,0,50000,0,0.0,-inf,0.0,7.682327414499629e-05,1.117469311177168e-06,-19.77133335779966,-inf,-5.668097022777023,0.0,0,50,5,3,4,360,768,0,0,0,0,0
