trial,balanced_beta_0,balanced_beta_0.25,balanced_beta_0.5,balanced_beta_1,balanced_beta_2,balanced_beta_4,balanced_beta_8,center_hits,center_success
0,2.938735877055719e-39,2.91576991004256e-36,9.40355183688536e-35,1.2450477651914047e-35,9.116022148764829e-48,8.71565855308922e-87,4.383904446751909e-172,0,2.5929497597561806e-39
1,2.938735877055719e-39,7.52653620885335e-36,4.376691712641507e-34,8.472078878014027e-35,3.999430014804974e-47,2.7054691116015067e-86,3.1341154652507136e-171,0,2.5929497597561806e-39
2,2.938735877055719e-39,1.2870919260813305e-36,1.4839199438737644e-35,1.5828147155093309e-37,3.907948346882954e-52,5.943062197874806e-96,1.7326753875182937e-190,0,2.5929497597561806e-39
3,2.938735877055719e-39,4.1623645256609316e-37,1.5566605529284323e-36,1.801442374998164e-39,6.270851139954331e-56,2.315099314616269e-103,3.01429993424308e-205,0,2.5929497597561806e-39
