algorithm,p,p_x,p_y,ell,ell_x,ell_y,leaf_log2,first_merge_log2,second_merge_log2,final_merge_log2,iteration_log2,free_final_work_log2,inverse_success_log2,expected_work_log2,memory_log2
MMT,2,2,-1,41,2.1730241685651253,0.0,32.58526332433975,31.379372039027963,-inf,-558.4737239468584,32.58526332433975,146.49343329074463,113.9081699664049,146.49343329074463,32.58526332433975
MMT,2,2,-1,42,2.173024559795857,0.0,32.585270660717626,31.379380452083396,-inf,-574.4737228746585,32.585270660717626,146.4947916735117,113.90952101279407,146.4947916735117,32.585270660717626
MMT,2,2,-1,43,2.173024951024891,0.0,32.5852779970582,31.379388865091386,-inf,-590.4737218025807,32.5852779970582,146.4961500771688,113.91087208011061,146.4961500771688,32.5852779970582
MMT,2,2,-1,44,2.1730253422522274,0.0,32.585285333361455,31.379397278051904,-inf,-606.4737207306251,32.585285333361455,146.4975085017166,113.91222316835513,146.4975085017166,32.585285333361455
MMT,2,2,-1,45,2.173025733477867,0.0,32.585292669627414,31.37940569096498,-inf,-622.4737196587914,32.585292669627414,146.49886694715568,113.91357427752827,146.49886694715568,32.585292669627414
MMT,2,2,-1,46,2.173026124701808,0.0,32.58530000585606,31.379414103830605,-inf,-638.4737185870798,32.58530000585606,146.50022541348676,113.91492540763069,146.50022541348676,32.58530000585606
MMT,2,2,-1,47,2.1730265159240525,0.0,32.58530734204741,31.379422516648773,-inf,-654.4737175154903,32.58530734204741,146.50158390071041,113.916276558663,146.50158390071041,32.58530734204741
MMT,2,2,-1,48,2.1730269071445987,0.0,32.58531467820145,31.3794309294195,-inf,-670.4737164440229,32.58531467820145,146.5029424088273,113.91762773062585,146.5029424088273,32.58531467820145
MMT,2,2,-1,49,2.173027298363448,0.0,32.58532201431819,31.379439342142774,-inf,-686.4737153726776,32.58532201431819,146.50430093783805,113.91897892351987,146.50430093783805,32.58532201431819
MMT,2,2,-1,50,2.1730276895806,0.0,32.585329350397615,31.379447754818585,-inf,-702.4737143014543,32.585329350397615,146.50565948774332,113.9203301373457,146.50565948774332,32.585329350397615
MMT,2,2,-1,51,2.1730280807960547,0.0,32.585336686439746,31.37945616744696,-inf,-718.473713230353,32.585336686439746,146.50701805854374,113.92168137210398,146.50701805854374,32.585336686439746
MMT,2,2,-1,52,2.1730284720098116,0.0,32.58534402244457,31.379464580027893,-inf,-734.4737121593737,32.58534402244457,146.50837665023994,113.92303262779535,146.50837665023994,32.58534402244457
MMT,2,2,-1,53,2.1730288632218713,0.0,32.5853513584121,31.379472992561375,-inf,-750.4737110885166,32.5853513584121,146.50973526283252,113.92438390442044,146.50973526283252,32.5853513584121
MMT,2,2,-1,54,2.173029254432234,0.0,32.58535869434231,31.379481405047386,-inf,-766.4737100177815,32.58535869434231,146.51109389632217,113.92573520197986,146.51109389632217,32.58535869434231
MMT,2,2,-1,55,2.173029645640899,0.0,32.58536603023523,31.379489817485968,-inf,-782.4737089471685,32.58536603023523,146.51245255070953,113.92708652047429,146.51245255070953,32.58536603023523
MMT,2,2,-1,56,2.173030036847867,0.0,32.58537336609085,31.379498229877107,-inf,-798.4737078766774,32.58537336609085,146.5138112259952,113.92843785990434,146.5138112259952,32.58537336609085
MMT,2,2,-1,57,2.173030428053137,0.0,32.58538070190916,31.379506642220797,-inf,-814.4737068063084,32.58538070190916,146.51516992217984,113.92978922027066,146.51516992217984,32.58538070190916
MMT,2,2,-1,58,2.1730308192567107,0.0,32.58538803769017,31.379515054517036,-inf,-830.4737057360614,32.58538803769017,146.51652863926404,113.93114060157387,146.51652863926404,32.58538803769017
MMT,2,2,-1,59,2.1730312104585865,0.0,32.58539537343388,31.379523466765832,-inf,-846.4737046659367,32.58539537343388,146.5178873772485,113.93249200381463,146.5178873772485,32.58539537343388
MMT,2,2,-1,60,2.1730316016587654,0.0,32.5854027091403,31.379531878967185,-inf,-862.4737035959338,32.5854027091403,146.51924613613386,113.93384342699355,146.51924613613386,32.5854027091403
MMT,2,2,-1,61,2.173031992857247,0.0,32.585410044809414,31.379540291121103,-inf,-878.473702526053,32.585410044809414,146.5206049159207,113.93519487111129,146.5206049159207,32.585410044809414
MMT,2,2,-1,62,2.173032384054031,0.0,32.58541738044123,31.379548703227577,-inf,-894.4737014562943,32.58541738044123,146.5219637166097,113.93654633616846,146.5219637166097,32.58541738044123
MMT,2,2,-1,63,2.1730327752491183,0.0,32.58542471603574,31.379557115286588,-inf,-910.4737003866575,32.58542471603574,146.52332253820148,113.93789782216574,146.52332253820148,32.58542471603574
MMT,2,2,-1,64,2.173033166442508,0.0,32.58543205159295,31.37956552729817,-inf,-926.4736993171431,32.58543205159295,146.52468138069668,113.93924932910372,146.52468138069668,32.58543205159295
MMT,2,2,-1,65,2.173033557634201,0.0,32.58543938711287,31.379573939262308,-inf,-942.4736982477502,32.58543938711287,146.52604024409595,113.94060085698308,146.52604024409595,32.58543938711287
MMT,2,2,-1,66,2.1730339488241963,0.0,32.58544672259549,31.37958235117901,-inf,-958.4736971784798,32.58544672259549,146.52739912839988,113.94195240580439,146.52739912839988,32.58544672259549
MMT,2,2,-1,67,2.1730343400124945,0.0,32.58545405804081,31.379590763048263,-inf,-974.4736961093312,32.58545405804081,146.52875803360917,113.94330397556837,146.52875803360917,32.58545405804081
MMT,2,2,-1,68,2.173034731199096,0.0,32.58546139344884,31.379599174870087,-inf,-990.4736950403048,32.58546139344884,146.5301169597244,113.94465556627559,146.5301169597244,32.58546139344884
MMT,2,2,-1,69,2.173035122384,0.0,32.58546872881956,31.37960758664446,-inf,-1006.4736939714,32.58546872881956,146.53147590674632,113.94600717792675,146.53147590674632,32.58546872881956
MMT,2,2,-1,70,2.173035513567207,0.0,32.585476064153,31.379615998371413,-inf,-1022.473692902618,32.585476064153,146.5328348746754,113.94735881052239,146.5328348746754,32.585476064153
MMT,2,2,-1,71,2.1730359047487173,0.0,32.58548339944913,31.3796244100509,-inf,-1038.4736918339572,32.58548339944913,146.5341938635124,113.94871046406327,146.5341938635124,32.58548339944913
MMT,2,2,-1,72,2.17303629592853,0.0,32.585490734707975,31.379632821682975,-inf,-1054.473690765419,32.585490734707975,146.53555287325793,113.95006213854994,146.53555287325793,32.585490734707975
MMT,2,2,-1,73,2.173036687106646,0.0,32.585498069929514,31.379641233267584,-inf,-1070.4736896970026,32.585498069929514,146.53691190391254,113.95141383398304,146.53691190391254,32.585498069929514
MMT,2,2,-1,74,2.173037078283065,0.0,32.585505405113764,31.379649644804772,-inf,-1086.4736886287083,32.585505405113764,146.538270955477,113.95276555036324,146.538270955477,32.585505405113764
MMT,2,2,-1,75,2.1730374694577863,0.0,32.58551274026072,31.379658056294524,-inf,-1102.4736875605358,32.58551274026072,146.53963002795186,113.95411728769115,146.53963002795186,32.58551274026072
MMT,2,2,-1,76,2.173037860630811,0.0,32.58552007537038,31.379666467736847,-inf,-1118.4736864924857,32.58552007537038,146.54098912133784,113.95546904596746,146.54098912133784,32.58552007537038
MMT,2,2,-1,77,2.1730382518021387,0.0,32.585527410442744,31.379674879131713,-inf,-1134.4736854245575,32.585527410442744,146.5423482356355,113.95682082519275,146.5423482356355,32.585527410442744
MMT,2,2,-1,78,2.173038642971769,0.0,32.585534745477815,31.379683290479157,-inf,-1150.4736843567514,32.585534745477815,146.54370737084548,113.95817262536765,146.54370737084548,32.585534745477815
MMT,2,2,-1,79,2.1730390341397032,0.0,32.5855420804756,31.379691701779166,-inf,-1166.4736832890671,32.5855420804756,146.54506652696847,113.95952444649286,146.54506652696847,32.5855420804756
MMT,2,2,-1,80,2.1730394253059395,0.0,32.585549415436084,31.379700113031745,-inf,-1182.473682221505,32.585549415436084,146.54642570400506,113.96087628856898,146.54642570400506,32.585549415436084
MMT,2,2,-1,81,2.17303981647048,0.0,32.58555675035928,31.37970852423689,-inf,-1198.4736811540647,32.58555675035928,146.5477849019559,113.96222815159662,146.5477849019559,32.58555675035928
MMT,2,2,-1,82,2.173040207633323,0.0,32.58556408524518,31.37971693539459,-inf,-1214.4736800867465,32.58556408524518,146.54914412082164,113.96358003557646,146.54914412082164,32.58556408524518
MMT,2,2,-1,83,2.1730405987944685,0.0,32.5855714200938,31.379725346504884,-inf,-1230.4736790195504,32.5855714200938,146.5505033606029,113.9649319405091,146.5505033606029,32.5855714200938
MMT,2,2,-1,84,2.173040989953918,0.0,32.585578754905114,31.379733757567713,-inf,-1246.4736779524765,32.585578754905114,146.55186262130036,113.96628386639523,146.55186262130036,32.585578754905114
MMT,2,2,-1,85,2.1730413811116702,0.0,32.58558608967915,31.379742168583128,-inf,-1262.4736768855244,32.58558608967915,146.55322190291457,113.96763581323543,146.55322190291457,32.58558608967915
MMT,2,2,-1,86,2.1730417722677253,0.0,32.58559342441589,31.37975057955112,-inf,-1278.4736758186941,32.58559342441589,146.55458120544628,113.96898778103039,146.55458120544628,32.58559342441589
MMT,2,2,-1,87,2.173042163422084,0.0,32.58560075911534,31.379758990471665,-inf,-1294.473674751986,32.58560075911534,146.55594052889603,113.97033976978068,146.55594052889603,32.58560075911534
MMT,2,2,-1,88,2.173042554574746,0.0,32.585608093777495,31.379767401344786,-inf,-1310.4736736854,32.585608093777495,146.55729987326453,113.97169177948702,146.55729987326453,32.585608093777495
MMT,2,2,-1,89,2.1730429457257108,0.0,32.58561542840236,31.37977581217047,-inf,-1326.473672618936,32.58561542840236,146.5586592385523,113.97304381014996,146.5586592385523,32.58561542840236
MMT,2,2,-1,90,2.173043336874979,0.0,32.58562276298995,31.379784222948743,-inf,-1342.473671552594,32.58562276298995,146.56001862476018,113.97439586177022,146.56001862476018,32.58562276298995
MMT,2,2,-1,91,2.1730437280225496,0.0,32.585630097540246,31.379792633679592,-inf,-1358.4736704863737,32.585630097540246,146.56137803188864,113.97574793434839,146.56137803188864,32.585630097540246
MMT,2,2,-1,92,2.1730441191684244,0.0,32.58563743205325,31.379801044362985,-inf,-1374.4736694202757,32.58563743205325,146.56273745993838,113.97710002788513,146.56273745993838,32.58563743205325
MMT,2,2,-1,93,2.173044510312602,0.0,32.585644766528965,31.37980945499897,-inf,-1390.4736683543,32.585644766528965,146.56409690891,113.97845214238102,146.56409690891,32.585644766528965
MMT,2,2,-1,94,2.173044901455083,0.0,32.585652100967394,31.379817865587526,-inf,-1406.4736672884455,32.585652100967394,146.56545637880419,113.97980427783678,146.56545637880419,32.585652100967394
MMT,2,2,-1,95,2.1730452925958677,0.0,32.58565943536854,31.379826276128654,-inf,-1422.4736662227137,32.58565943536854,146.56681586962154,113.981156434253,146.56681586962154,32.58565943536854
MMT,2,2,-1,96,2.1730456837349545,0.0,32.5856667697324,31.379834686622367,-inf,-1438.4736651571034,32.5856667697324,146.56817538136272,113.98250861163032,146.56817538136272,32.5856667697324
MMT,2,2,-1,97,2.1730460748723455,0.0,32.58567410405897,31.379843097068637,-inf,-1454.4736640916155,32.58567410405897,146.56953491402837,113.9838608099694,146.56953491402837,32.58567410405897
MMT,2,2,-1,98,2.1730464660080395,0.0,32.58568143834825,31.379851507467492,-inf,-1470.4736630262494,32.58568143834825,146.5708944676191,113.98521302927084,146.5708944676191,32.58568143834825
MMT,2,2,-1,99,2.173046857142037,0.0,32.58568877260025,31.37985991781892,-inf,-1486.4736619610053,32.58568877260025,146.57225404213557,113.98656526953533,146.57225404213557,32.58568877260025
MMT,2,2,-1,100,2.173047248274338,0.0,32.585696106814964,31.379868328122924,-inf,-1502.4736608958833,32.585696106814964,146.5736136375784,113.98791753076344,146.5736136375784,32.585696106814964
MMT,2,2,-1,101,2.173047639404942,0.0,32.58570344099239,31.3798767383795,-inf,-1518.4736598308832,32.58570344099239,146.57497325394826,113.98926981295585,146.57497325394826,32.58570344099239
MMT,2,2,-1,102,2.1730480305338493,0.0,32.58571077513254,31.37988514858867,-inf,-1534.473658766005,32.58571077513254,146.57633289124578,113.99062211611323,146.57633289124578,32.58571077513254
MMT,2,2,-1,103,2.1730484216610604,0.0,32.5857181092354,31.379893558750403,-inf,-1550.473657701249,32.5857181092354,146.57769254947158,113.99197444023616,146.57769254947158,32.5857181092354
MMT,2,2,-1,104,2.173048812786575,0.0,32.58572544330098,31.379901968864722,-inf,-1566.4736566366148,32.58572544330098,146.57905222862627,113.9933267853253,146.57905222862627,32.58572544330098
MMT,2,2,-1,105,2.1730492039103924,0.0,32.58573277732927,31.379910378931612,-inf,-1582.4736555721029,32.58573277732927,146.58041192871053,113.99467915138126,146.58041192871053,32.58573277732927
MMT,2,2,-1,106,2.1730495950325133,0.0,32.585740111320284,31.379918788951095,-inf,-1598.4736545077124,32.585740111320284,146.58177164972506,113.99603153840476,146.58177164972506,32.585740111320284
MMT,2,2,-1,107,2.1730499861529378,0.0,32.585747445274016,31.379927198923156,-inf,-1614.4736534434444,32.585747445274016,146.58313139167038,113.99738394639635,146.58313139167038,32.585747445274016
MMT,2,2,-1,108,2.173050377271666,0.0,32.58575477919046,31.379935608847788,-inf,-1630.473652379298,32.58575477919046,146.58449115454715,113.9987363753567,146.58449115454715,32.58575477919046
MMT,2,2,-1,109,2.1730507683886975,0.0,32.58576211306963,31.379944018725006,-inf,-1646.473651315274,32.58576211306963,146.5858509383561,114.00008882528645,146.5858509383561,32.58576211306963
MMT,2,2,-1,110,2.1730511595040323,0.0,32.58576944691151,31.37995242855481,-inf,-1662.4736502513717,32.58576944691151,146.58721074309773,114.00144129618623,146.58721074309773,32.58576944691151
MMT,2,2,-1,111,2.173051550617671,0.0,32.58577678071612,31.37996083833719,-inf,-1678.4736491875917,32.58577678071612,146.5885705687728,114.00279378805669,146.5885705687728,32.58577678071612
MMT,2,2,-1,112,2.173051941729613,0.0,32.58578411448344,31.37996924807215,-inf,-1694.4736481239333,32.58578411448344,146.5899304153819,114.00414630089847,146.5899304153819,32.58578411448344
MMT,2,2,-1,113,2.173052332839858,0.0,32.585791448213485,31.37997765775971,-inf,-1710.473647060397,32.585791448213485,146.59129028292566,114.00549883471217,146.59129028292566,32.585791448213485
MMT,2,2,-1,114,2.173052723948407,0.0,32.58579878190624,31.379986067399827,-inf,-1726.4736459969827,32.58579878190624,146.59265017140473,114.0068513894985,146.59265017140473,32.58579878190624
MMT,2,2,-1,115,2.17305311505526,0.0,32.585806115561724,31.379994476992543,-inf,-1742.4736449336904,32.585806115561724,146.59401008081974,114.00820396525802,146.59401008081974,32.585806115561724
MMT,2,2,-1,116,2.173053506160416,0.0,32.58581344917993,31.380002886537845,-inf,-1758.47364387052,32.58581344917993,146.59537001117135,114.00955656199143,146.59537001117135,32.58581344917993
MMT,2,2,-1,117,2.1730538972638755,0.0,32.58582078276086,31.380011296035747,-inf,-1774.4736428074716,32.58582078276086,146.5967299624602,114.01090917969933,146.5967299624602,32.58582078276086
MMT,2,2,-1,118,2.1730542883656394,0.0,32.585828116304505,31.380019705486205,-inf,-1790.4736417445451,32.585828116304505,146.59808993468687,114.01226181838237,146.59808993468687,32.585828116304505
MMT,2,2,-1,119,2.173054679465706,0.0,32.58583544981087,31.380028114889264,-inf,-1806.473640681741,32.58583544981087,146.59944992785205,114.01361447804118,146.59944992785205,32.58583544981087
MMT,2,2,-1,120,2.1730550705640765,0.0,32.58584278327997,31.38003652424492,-inf,-1822.4736396190583,32.58584278327997,146.6008099419564,114.01496715867643,146.6008099419564,32.58584278327997
MMT,2,2,-1,121,2.173055461660751,0.0,32.58585011671178,31.380044933553144,-inf,-1838.473638556498,32.58585011671178,146.6021699770005,114.01631986028872,146.6021699770005,32.58585011671178
MMT,2,2,-1,122,2.1730558527557293,0.0,32.585857450106325,31.380053342813966,-inf,-1854.4736374940592,32.585857450106325,146.60353003298502,114.0176725828787,146.60353003298502,32.585857450106325
MMT,2,2,-1,123,2.1730562438490106,0.0,32.585864783463585,31.380061752027373,-inf,-1870.4736364317428,32.585864783463585,146.60489010991063,114.01902532644704,146.60489010991063,32.585864783463585
MMT,2,2,-1,124,2.173056634940596,0.0,32.58587211678357,31.380070161193373,-inf,-1886.473635369548,32.58587211678357,146.6062502077779,114.02037809099431,146.6062502077779,32.58587211678357
MMT,2,2,-1,125,2.173057026030485,0.0,32.58587945006628,31.38007857031196,-inf,-1902.4736343074758,32.58587945006628,146.6076103265875,114.02173087652122,146.6076103265875,32.58587945006628
MMT,2,2,-1,126,2.1730574171186774,0.0,32.58588678331172,31.38008697938315,-inf,-1918.473633245525,32.58588678331172,146.6089704663401,114.02308368302837,146.6089704663401,32.58588678331172
MMT,2,2,-1,127,2.1730578082051744,0.0,32.58589411651988,31.380095388406914,-inf,-1934.473632183696,32.58589411651988,146.6103306270363,114.02443651051641,146.6103306270363,32.58589411651988
MMT,2,2,-1,128,2.1730581992899745,0.0,32.585901449690766,31.38010379738327,-inf,-1950.4736311219897,32.585901449690766,146.6116908086767,114.02578935898595,146.6116908086767,32.585901449690766
MMT,2,2,-1,4,2.1730096918345825,0.0,32.58499185212832,31.379060722612472,-inf,33.52623629592365,33.52623629592365,146.44318780825566,113.85819595612733,147.384432252051,32.58499185212832
MMT,1,2,-1,4,3.097636348219892,0.0,32.58499185212832,16.58501386607565,-inf,18.732189439386843,32.58499185212832,153.00554764168848,120.42055578956017,153.00554764168848,32.58499185212832
MMT,1,2,-1,5,3.0976368068291666,0.0,32.58499918988681,16.58502120383414,-inf,2.7321894390509556,32.58499918988681,153.0069346050203,120.42193541513348,153.0069346050203,32.58499918988681
MMT,1,2,-1,6,3.0976372654361093,0.0,32.58500652760797,16.585028541555296,-inf,-13.267810561396942,32.58500652760797,153.0083215895172,120.42331506190925,153.0083215895172,32.58500652760797
MMT,1,2,-1,7,3.0976377240407187,0.0,32.58501386529183,16.585035879239157,-inf,-29.267810561956736,32.58501386529183,153.00970859518003,120.42469472988819,153.00970859518003,32.58501386529183
MMT,1,2,-1,8,3.0976381826429953,0.0,32.58502120293835,16.58504321688568,-inf,-45.26781056262851,32.58502120293835,153.01109562200918,120.42607441907083,153.01109562200918,32.58502120293835
MMT,1,2,-1,9,3.09763864124294,0.0,32.58502854054756,16.58505055449489,-inf,-61.26781056341224,32.58502854054756,153.01248267000548,120.42745412945793,153.01248267000548,32.58502854054756
MMT,1,2,-1,10,3.097639099840552,0.0,32.58503587811945,16.58505789206678,-inf,-77.26781056430795,32.58503587811945,153.01386973916954,120.4288338610501,153.01386973916954,32.58503587811945
MMT,1,2,-1,11,3.097639558435832,0.0,32.58504321565402,16.585065229601348,-inf,-93.26781056531559,32.58504321565402,153.01525682950196,120.43021361384795,153.01525682950196,32.58504321565402
MMT,1,2,-1,12,3.097640017028779,0.0,32.58505055315127,16.5850725670986,-inf,-109.2678105664352,32.58505055315127,153.01664394100345,120.43159338785217,153.01664394100345,32.58505055315127
MMT,1,2,-1,13,3.097640475619394,0.0,32.5850578906112,16.585079904558533,-inf,-125.26781056766671,32.5850578906112,153.0180310736746,120.4329731830634,153.0180310736746,32.5850578906112
MMT,1,2,-1,14,3.0976409342076763,0.0,32.58506522803382,16.58508724198115,-inf,-141.26781056901027,32.58506522803382,153.01941822751604,120.43435299948223,153.01941822751604,32.58506522803382
MMT,1,2,-1,15,3.0976413927936264,0.0,32.58507256541912,16.585094579366448,-inf,-157.26781057046574,32.58507256541912,153.0208054025285,120.43573283710938,153.0208054025285,32.58507256541912
MMT,1,2,-1,16,3.0976418513772446,0.0,32.5850799027671,16.58510191671443,-inf,-173.26781057203314,32.5850799027671,153.02219259871256,120.43711269594546,153.02219259871256,32.5850799027671
MMT,1,2,-1,17,3.0976423099585304,0.0,32.58508724007777,16.5851092540251,-inf,-189.2678105737125,32.58508724007777,153.0235798160689,120.43849257599112,153.0235798160689,32.58508724007777
MMT,1,2,-1,18,3.0976427685374834,0.0,32.585094577351114,16.585116591298444,-inf,-205.2678105755038,32.585094577351114,153.0249670545981,120.43987247724701,153.0249670545981,32.585094577351114
MMT,1,2,-1,19,3.0976432271141046,0.0,32.58510191458715,16.58512392853448,-inf,-221.26781057740706,32.58510191458715,153.0263543143009,120.44125239971376,153.0263543143009,32.58510191458715
MMT,1,2,-1,20,3.0976436856883938,0.0,32.585109251785866,16.585131265733196,-inf,-237.2678105794223,32.585109251785866,153.0277415951779,120.44263234339203,153.0277415951779,32.585109251785866
MMT,1,2,-1,21,3.0976441442603506,0.0,32.58511658894727,16.585138602894602,-inf,-253.26781058154944,32.58511658894727,153.02912889722978,120.44401230828251,153.02912889722978,32.58511658894727
MMT,1,2,-1,22,3.097644602829975,0.0,32.58512392607136,16.58514594001869,-inf,-269.2678105837885,32.58512392607136,153.03051622045712,120.44539229438577,153.03051622045712,32.58512392607136
