weight,block_length,ring_dimension,partition_size,modulus,selector_k,trials,pair_rounds,center_rounds,pair_slope,pair_r_squared,expected_work_gain_bits,expected_beta,half_success_gain_bits,half_beta,center_mean_hits,center_expected_work_gain_bits,center_expected_alpha,center_half_success_gain_bits,center_half_alpha,seconds,seed
64,1024,65536,64,65537,4,6,8,0,-0.5364579663520124,0.6608369551486865,10.023746980705347,0.5,12.958581633628553,0.5,0.16666666666666666,0.0029862807330064732,0.2,0.008788159556957626,0.5,238.29253939993214,20260810
