independent_success,pair_success,matching_success,minimum_smc_ess,minimum_smc_unique,smc_acceptance,trial
2.257343110106927e-39,3.189186685006809e-39,2.804484443182278e-39,0.2628031339674604,0.1875,0.22509068866517185,0
