polys,weight,block_length,ring_dimension,kept_per_block,support_work_bits,partition_size,modulus,selector_k,trials,pair_rounds,center_rounds,pair_slope,pair_r_squared,expected_work_gain_bits,expected_beta,half_success_gain_bits,half_beta,center_mean_hits,center_expected_work_gain_bits,center_expected_alpha,center_half_success_gain_bits,center_half_alpha,seconds,seed
4,16,4096,65536,1024,128.0,16,65537,1,6,8,0,-0.5444255774307825,0.7327920278586841,0.6089502068092834,0.5,1.2244733960099674,1.0,0.16666666666666666,0.12579130846225736,0.75,0.26971043270145995,1.0,244.76290209998842,20260810
