name,selector,t,d,K,kl_bits_per_list,tv_per_list,pair_chernoff_per_list,search_gain_bits,cost_ratio,debias_ots,total_ots
raw,raw,16,24,1,0.6090260281412603,0.3654485973244758,0.34289954126958233,91.53732183712809,1.0,0,5920768
exact-K2,inverse-Z,16,24,2,0.31052854702136734,0.2616321777699785,0.18811597645491765,51.39846992699169,1.9357488758215151,5540352,11461120
occupancy-K2,inverse-E[Z|D],16,24,2,0.33044526840479016,0.27134409533250137,0.19935373273310672,54.324226242758506,1.2273434797647873,1346048,7266816
moments-K2,"inverse-E[Z|D,C2]",16,24,2,0.32465949682672884,0.2693086759066267,0.1955982699903831,53.349526702005164,1.2273434797647873,1346048,7266816
exact-K4,inverse-Z,16,24,4,0.1613776744765563,0.179744707430185,0.10093950478711436,28.59274967068105,2.8967485299204427,11230208,17150976
occupancy-K4,inverse-E[Z|D],16,24,4,0.1998532510041696,0.2051509857259593,0.12263007458051028,34.309828113288255,1.4799377378069871,2841600,8762368
moments-K4,"inverse-E[Z|D,C2]",16,24,4,0.19101954811531247,0.19955448711353754,0.1175597985894905,32.97762037454729,1.4799377378069871,2841600,8762368
feasible-limit,U|Z>0,16,24,0,0.00943136174208956,0.006515999999999835,0.009431361742071325,2.4144286059702593,1.0,0,5920768
