independent_success,pair_success,matching_success,minimum_smc_ess,minimum_smc_unique,smc_acceptance,trial
4.725891886186231e-08,1.3867678165950728e-07,1.0394990977750053e-07,0.809280520867565,0.75,0.6092880482549475,0
7.77776634007769e-08,1.0686377268215014e-07,8.041623527508203e-08,0.8479370915032679,0.6875,0.6183292679069295,1
6.650783645824644e-08,9.044118966781426e-08,7.764080811404059e-08,0.8700906344410876,0.734375,0.6210160747410629,2
1.0489956094208444e-07,1.833890185481616e-07,2.00641480457293e-07,0.830381405279503,0.75,0.6085855144668376,3
4.940109743425127e-08,7.172980483286357e-08,9.387093320835084e-08,0.8490066929743112,0.78125,0.6349518568867495,4
8.297645550026274e-08,1.1482639859467442e-07,1.2445664052492215e-07,0.853147708216881,0.765625,0.6300263786289604,5
5.171243620933511e-08,9.285017729837229e-08,1.0177363999046331e-07,0.8454968944099378,0.75,0.6193690030899334,6
2.2978565541123572e-07,3.134467788451409e-07,3.6837855611008895e-07,0.8397018505825907,0.734375,0.615937647318184,7
