selector,beta,p,ell,list_log2,collision_list_log2,iteration_log2,mean_inverse_success_log2,expected_work_log2,gain_vs_uniform_prange_bits
leakage,0.25,2,1,32.584977176499386,49.16991766360918,49.16991766360918,114.58909207088469,163.75900973449387,-35.75900973449387
leakage,0.5,2,1,32.584977176499386,49.16991766360918,49.16991766360918,114.40358485647612,163.5735025200853,-35.5735025200853
leakage,1.0,2,1,32.584977176499386,49.16991766360918,49.16991766360918,114.20006490264339,163.3699825662526,-35.36998256625259
leakage,2.0,2,1,32.584977176499386,49.16991766360918,49.16991766360918,114.44022481788588,163.61014248149507,-35.610142481495075
leakage,4.0,2,1,32.584977176499386,49.16991766360918,49.16991766360918,117.33079221606205,166.50070987967123,-38.500709879671234
leakage,8.0,2,1,32.584977176499386,49.16991766360918,49.16991766360918,131.4745366910175,180.6444543546267,-52.6444543546267
uniform,0.0,2,1,32.584977176499386,49.16991766360918,49.16991766360918,114.8314258092139,164.00134347282307,-36.00134347282308
leakage,0.0,2,2,32.584977176499386,33.16991032577605,33.16991032577605,114.83277661987012,148.00268694564616,-20.00268694564616
leakage,0.25,2,2,32.584977176499386,33.16991032577605,33.16991032577605,114.59044273975127,147.7603530655273,-19.760353065527312
leakage,0.5,2,2,32.584977176499386,33.16991032577605,33.16991032577605,114.40493537120295,147.574845696979,-19.574845696978997
leakage,1.0,2,2,32.584977176499386,33.16991032577605,33.16991032577605,114.20141506479297,147.371325390569,-19.371325390569012
leakage,2.0,2,2,32.584977176499386,33.16991032577605,33.16991032577605,114.44157413689902,147.61148446267507,-19.611484462675065
leakage,4.0,2,2,32.584977176499386,33.16991032577605,33.16991032577605,117.33214018774852,150.50205051352458,-22.50205051352458
leakage,8.0,2,2,32.584977176499386,33.16991032577605,33.16991032577605,131.47588805941075,164.6457983851868,-36.645798385186794
uniform,0.0,2,2,32.584977176499386,33.16991032577605,33.16991032577605,114.83277661987012,148.00268694564616,-20.00268694564616
leakage,0.0,2,3,32.584991852128326,17.169902987793634,32.584991852128326,114.83412743291946,147.41911928504777,-19.41911928504777
leakage,0.25,2,3,32.584991852128326,17.169902987793634,32.584991852128326,114.5917934806431,147.17678533277143,-19.17678533277143
leakage,0.5,2,3,32.584991852128326,17.169902987793634,32.584991852128326,114.40628593995837,146.9912777920867,-18.99127779208669
leakage,1.0,2,3,32.584991852128326,17.169902987793634,32.584991852128326,114.20276500663769,146.78775685876602,-18.787756858766016
leakage,2.0,2,3,32.584991852128326,17.169902987793634,32.584991852128326,114.44292181243561,147.02791366456393,-19.027913664563926
leakage,4.0,2,3,32.584991852128326,17.169902987793634,32.584991852128326,117.33347993627422,149.91847178840254,-21.91847178840254
leakage,8.0,2,3,32.584991852128326,17.169902987793634,32.584991852128326,131.47720149064997,164.0621933427783,-36.0621933427783
uniform,0.0,2,3,32.584991852128326,17.169902987793634,32.584991852128326,114.83412743291946,147.41911928504777,-19.419119285047785
leakage,0.0,2,4,32.584991852128326,1.1698956498112096,32.584991852128326,114.8354782459688,147.42047009809713,-19.420470098097127
leakage,0.25,2,4,32.584991852128326,1.1698956498112096,32.584991852128326,114.59314488751399,147.1781367396423,-19.178136739642298
leakage,0.5,2,4,32.584991852128326,1.1698956498112096,32.584991852128326,114.40763788083927,146.9926297329676,-18.9926297329676
leakage,1.0,2,4,32.584991852128326,1.1698956498112096,32.584991852128326,114.20411786473812,146.78910971686645,-18.78910971686645
leakage,2.0,2,4,32.584991852128326,1.1698956498112096,32.584991852128326,114.44427608041258,147.0292679325409,-19.029267932540904
leakage,4.0,2,4,32.584991852128326,1.1698956498112096,32.584991852128326,117.3348362801669,149.9198281322952,-21.91982813229521
leakage,8.0,2,4,32.584991852128326,1.1698956498112096,32.584991852128326,131.47856232350287,164.0635541756312,-36.0635541756312
uniform,0.0,2,4,32.584991852128326,1.1698956498112096,32.584991852128326,114.8354782459688,147.42047009809713,-19.420470098097127
leakage,0.0,2,5,32.58500652760799,-14.830111688320486,32.58500652760799,114.83682906141107,147.42183558901905,-19.421835589019054
leakage,0.25,2,5,32.58500652760799,-14.830111688320486,32.58500652760799,114.59449647805486,147.17950300566287,-19.179503005662866
leakage,0.5,2,5,32.58500652760799,-14.830111688320486,32.58500652760799,114.40899029561227,146.99399682322024,-18.993996823220243
leakage,1.0,2,5,32.58500652760799,-14.830111688320486,32.58500652760799,114.20547207397522,146.7904786015832,-18.790478601583203
leakage,2.0,2,5,32.58500652760799,-14.830111688320486,32.58500652760799,114.44563440606338,147.03064093367135,-19.03064093367135
leakage,4.0,2,5,32.58500652760799,-14.830111688320486,32.58500652760799,117.33620411275584,149.92121064036382,-21.921210640363824
leakage,8.0,2,5,32.58500652760799,-14.830111688320486,32.58500652760799,131.47994792586002,164.064954453468,-36.064954453468005
uniform,0.0,2,5,32.58500652760799,-14.830111688320486,32.58500652760799,114.83682906141107,147.42183558901905,-19.421835589019054
leakage,0.0,2,6,32.58500652760799,-30.830119026452195,32.58500652760799,114.83817987685335,147.42318640446132,-19.42318640446132
leakage,0.25,2,6,32.58500652760799,-30.830119026452195,32.58500652760799,114.59584838940164,147.18085491700964,-19.18085491700964
leakage,0.5,2,6,32.58500652760799,-30.830119026452195,32.58500652760799,114.4103432977759,146.99534982538387,-18.99534982538387
leakage,1.0,2,6,32.58500652760799,-30.830119026452195,32.58500652760799,114.20682728768799,146.79183381529597,-18.791833815295973
leakage,2.0,2,6,32.58500652760799,-30.830119026452195,32.58500652760799,114.44699431576282,147.0320008433708,-19.03200084337081
leakage,4.0,2,6,32.58500652760799,-30.830119026452195,32.58500652760799,117.33757419913192,149.9225807267399,-21.92258072673991
leakage,8.0,2,6,32.58500652760799,-30.830119026452195,32.58500652760799,131.48133543494947,164.06634196255746,-36.06634196255746
uniform,0.0,2,6,32.58500652760799,-30.830119026452195,32.58500652760799,114.83817987685335,147.42318640446132,-19.423186404461333
leakage,0.0,2,7,32.58502120293836,-46.83012636473319,32.58502120293836,114.83953069468835,147.4245518976267,-19.424551897626714
leakage,0.25,2,7,32.58502120293836,-46.83012636473319,32.58502120293836,114.59720036164026,147.1822215645786,-19.18222156457861
