trial,balanced_beta_0,balanced_beta_0.25,balanced_beta_0.5,balanced_beta_1,balanced_beta_2,balanced_beta_4,balanced_beta_8,center_hits,center_success
0,2.938735877055719e-39,3.4561536406304204e-36,2.542887607389729e-35,6.992627382896272e-39,4.437752518542047e-58,4.291657692761088e-110,4.0807499778757385e-219,0,2.5929497597561806e-39
1,2.938735877055719e-39,1.7869180977020517e-34,4.966111054672856e-32,1.1452883253284869e-32,3.969265787818659e-46,2.194248117229735e-86,1.0383364953121637e-171,1,5.1909737851870314e-39
2,2.938735877055719e-39,5.5649828658671784e-36,4.993973121383024e-35,1.0622023409059377e-38,1.868012444945663e-58,2.8030436993263174e-111,1.581105324488117e-221,1,5.1909737851870314e-39
3,2.938735877055719e-39,1.332354553467002e-35,2.8752274749577026e-34,4.137505587317105e-37,4.273632828839461e-55,1.7206773148197597e-104,5.945653137177567e-208,2,1.0392106031793214e-38
4,2.938735877055719e-39,2.0932790470786506e-34,1.2543214504590658e-31,3.5527323172549443e-31,3.201276819124242e-42,3.8464952838545284e-78,3.5245748022282534e-155,0,2.5929497597561806e-39
5,2.938735877055719e-39,2.7440929625365956e-34,1.4544030897514965e-31,2.010304966504461e-31,5.739745714751508e-43,1.70982169327073e-79,7.903314545557097e-158,4,4.164981113486285e-38
