trial,reduced_weight,uniform_completion_probability,pair_completion_probability,matching_completion_probability,minimum_smc_ess,minimum_smc_unique,smc_acceptance,marginal_mix_0.0_beta_0.0,marginal_mix_0.0_beta_0.25,marginal_mix_0.0_beta_0.5,marginal_mix_0.0_beta_1.0,marginal_mix_0.0_beta_2.0,marginal_mix_0.0_beta_4.0,marginal_mix_0.0_beta_8.0,marginal_mix_0.25_beta_0.0,marginal_mix_0.25_beta_0.25,marginal_mix_0.25_beta_0.5,marginal_mix_0.25_beta_1.0,marginal_mix_0.25_beta_2.0,marginal_mix_0.25_beta_4.0,marginal_mix_0.25_beta_8.0,marginal_mix_0.5_beta_0.0,marginal_mix_0.5_beta_0.25,marginal_mix_0.5_beta_0.5,marginal_mix_0.5_beta_1.0,marginal_mix_0.5_beta_2.0,marginal_mix_0.5_beta_4.0,marginal_mix_0.5_beta_8.0,marginal_mix_0.75_beta_0.0,marginal_mix_0.75_beta_0.25,marginal_mix_0.75_beta_0.5,marginal_mix_0.75_beta_1.0,marginal_mix_0.75_beta_2.0,marginal_mix_0.75_beta_4.0,marginal_mix_0.75_beta_8.0
0,59,5.5918494495145555e-42,2.876554160341708e-43,5.874766681879935e-53,0.04882812499999999,0.0234375,0.1563831496972856,5.5918494495145555e-42,5.527515963732718e-42,5.4634807856754307e-42,5.336332561241385e-42,5.085906591956429e-42,4.6018638365334004e-42,3.709584082949081e-42,5.5918494495145555e-42,4.724203061273082e-42,2.581816382501154e-42,2.2205695425807088e-43,4.673514172928874e-47,3.8264437587353953e-54,1.0948699968273483e-57,5.5918494495145555e-42,3.466963528933223e-42,6.340709519646112e-43,1.092031342022847e-45,1.6094230479877545e-52,5.4945882169707664e-58,0.0,5.5918494495145555e-42,1.985218114207117e-42,5.726296455124904e-44,5.209987744957307e-49,3.495977222253226e-57,0.0,0.0
1,60,8.393946193531783e-43,2.000319823529778e-44,3.524190673574617e-53,0.0254527585691799,0.078125,0.16568241968146183,8.393946193531783e-43,8.384146824134293e-43,8.373660087632379e-43,8.350635091058541e-43,8.296462515881216e-43,8.15643353356697e-43,7.758165146154686e-43,8.393946193531783e-43,7.0436442309906115e-43,4.121450738397702e-43,5.020185655663121e-44,3.123697675653851e-47,3.6018084323906926e-55,9.11929598698247e-68,8.393946193531783e-43,5.586758643485382e-43,1.2247738820845897e-43,3.333489782891594e-46,6.426370050037995e-54,5.521751260137837e-69,0.0,8.393946193531783e-43,3.33091299642259e-43,1.0667277395236065e-44,3.7207519092763457e-50,1.3459853674321525e-64,8.202299837751509e-94,0.0
