polys,weight,block_length,ring_dimension,factor_degree,kept_per_polynomial,expected_reduced_weight,mean_sampled_reduced_weight,statistical_decoding_bits,unconditioned_statistical_decoding_bits,weak_weight_threshold,weak_weight_probability,conditioned_statistical_decoding_bits,unconditioned_exact_dual_bits,conditioned_exact_dual_bits,rejection_expected_samples,partition_size,selector_k,trials,pair_rounds,pair_slope,pair_r_squared,balanced_uniform_selector_bits,balanced_best_beta,balanced_best_selector_bits,balanced_best_gain_bits,dual_uniform_selector_bits,dual_best_beta,dual_best_selector_bits,dual_best_gain_bits,dual_uniform_signal_bits,dual_best_signal_beta,dual_best_signal_bits,dual_best_signal_gain_bits,seconds,seed
4,16,4096,65536,128,32,60.38331154182026,60,128.4498791674701,122.48176912120111,61,0.49808554174791675,130.5717350459001,136.43055398206982,150.52635859933227,1.9923713763546467,16,1,4,8,-0.5381757782741478,0.7287000535386954,138.97542666202796,0.0,138.97542666202796,0.0,147.9267771204762,0.0,147.9267771204762,0.0,145.63441769810632,0.0,145.63441769810632,0.0,159.0856811000267,20260811
